"9791035416720";"Nous nous verrons en août";;;;;
"9791035405175";"Siddhartha";;;;;
"9782070614394";"Charlie Et Le Grand Asc
            
                Folio Junior";"Roald Dahl";"fr";"Charlie a gagné la fabuleuse chocolaterie de Willy Wonka, qu'il survole maintenant à bord d'un extraordinaire engin, le grand ascenseur de verre, en compagnie de toute sa famille. Mais une fausse manoeuvre projette l'ascenseur dans l'espace. Un espace qu'ils découvrent peuplé d'êtres fantastiques et monstrueux, les Kpouts Vernicieux, terreurs de l'univers interstellaire, contre lesquels ils vont livrer une terrible bataille... Charlie et les héros de Charlie et la chocolaterie sont de retour dans cette suite échevelée et pleine de fantaisie où se retrouvent le génie et l'humour de Roald Dahl.";"196";"Gallimard jeunesse";"2008";"https://covers.openlibrary.org/b/id/7642418-L.jpg";"Charlie Bucket (Fictitious character)|Juvenile fiction|Children's fiction|Outer space, fiction|Science fiction|Humorous stories|Outer space|Fiction|Eccentrics and eccentricities|Chocolate industry|Candy industry|Manned space flight|Fantasies|Rymdfärder|Skönlitteratur|Humorous fiction|Elevators|Space flight|Space stations|Extraterrestrial beings|Adventure stories|Children's stories|Boys, fiction";"openlibrary+google"
